Region	Start	End	Property Type	Bedrooms	Median Asking Rent	Median Asking Rent MoM	Median Asking Rent YoY	size
Las Vegas, NV	May-19	Jul-19	Multi-Family (25+ Units)	All	$1,225 	-0.80%		1
Las Vegas, NV	Jun-19	Aug-19	Multi-Family (25+ Units)	All	$1,210 	-1.20%		1
Las Vegas, NV	Jul-19	Sep-19	Multi-Family (25+ Units)	All	$1,205 	-0.40%		1
Las Vegas, NV	Aug-19	Oct-19	Multi-Family (25+ Units)	All	$1,205 	0.00%		1
Las Vegas, NV	Sep-19	Nov-19	Multi-Family (25+ Units)	All	$1,208 	0.20%		1
Las Vegas, NV	Oct-19	Dec-19	Multi-Family (25+ Units)	All	$1,191 	-1.40%		1
Las Vegas, NV	Nov-19	Jan-20	Multi-Family (25+ Units)	All	$1,185 	-0.50%		1
Las Vegas, NV	Dec-19	Feb-20	Multi-Family (25+ Units)	All	$1,190 	0.40%		1
Las Vegas, NV	Jan-20	Mar-20	Multi-Family (25+ Units)	All	$1,200 	0.80%		1
Las Vegas, NV	Feb-20	Apr-20	Multi-Family (25+ Units)	All	$1,210 	0.80%		1
Las Vegas, NV	Mar-20	May-20	Multi-Family (25+ Units)	All	$1,220 	0.80%	-0.40%	1
Las Vegas, NV	Apr-20	Jun-20	Multi-Family (25+ Units)	All	$1,225 	0.40%	-0.80%	1
Las Vegas, NV	May-20	Jul-20	Multi-Family (25+ Units)	All	$1,250 	2.00%	2.00%	1
Las Vegas, NV	Jun-20	Aug-20	Multi-Family (25+ Units)	All	$1,264 	1.10%	4.50%	1
Las Vegas, NV	Jul-20	Sep-20	Multi-Family (25+ Units)	All	$1,273 	0.70%	5.60%	1
Las Vegas, NV	Aug-20	Oct-20	Multi-Family (25+ Units)	All	$1,280 	0.50%	6.20%	1
Las Vegas, NV	Sep-20	Nov-20	Multi-Family (25+ Units)	All	$1,280 	0.00%	6.00%	1
Las Vegas, NV	Oct-20	Dec-20	Multi-Family (25+ Units)	All	$1,279 	-0.10%	7.30%	1
Las Vegas, NV	Nov-20	Jan-21	Multi-Family (25+ Units)	All	$1,282 	0.30%	8.20%	1
Las Vegas, NV	Dec-20	Feb-21	Multi-Family (25+ Units)	All	$1,300 	1.40%	9.20%	1
Las Vegas, NV	Jan-21	Mar-21	Multi-Family (25+ Units)	All	$1,348 	3.70%	12.30%	1
Las Vegas, NV	Feb-21	Apr-21	Multi-Family (25+ Units)	All	$1,394 	3.40%	15.20%	1
Las Vegas, NV	Mar-21	May-21	Multi-Family (25+ Units)	All	$1,435 	2.90%	17.60%	1
Las Vegas, NV	Apr-21	Jun-21	Multi-Family (25+ Units)	All	$1,504 	4.80%	22.80%	1
Las Vegas, NV	May-21	Jul-21	Multi-Family (25+ Units)	All	$1,567 	4.20%	25.40%	1
Las Vegas, NV	Jun-21	Aug-21	Multi-Family (25+ Units)	All	$1,609 	2.70%	27.30%	1
Las Vegas, NV	Jul-21	Sep-21	Multi-Family (25+ Units)	All	$1,625 	1.00%	27.70%	1
Las Vegas, NV	Aug-21	Oct-21	Multi-Family (25+ Units)	All	$1,625 	0.00%	27.00%	1
Las Vegas, NV	Sep-21	Nov-21	Multi-Family (25+ Units)	All	$1,605 	-1.20%	25.40%	1
Las Vegas, NV	Oct-21	Dec-21	Multi-Family (25+ Units)	All	$1,594 	-0.70%	24.70%	1
Las Vegas, NV	Nov-21	Jan-22	Multi-Family (25+ Units)	All	$1,601 	0.40%	24.90%	1
Las Vegas, NV	Dec-21	Feb-22	Multi-Family (25+ Units)	All	$1,625 	1.50%	25.00%	1
Las Vegas, NV	Jan-22	Mar-22	Multi-Family (25+ Units)	All	$1,640 	0.90%	21.70%	1
Las Vegas, NV	Feb-22	Apr-22	Multi-Family (25+ Units)	All	$1,665 	1.50%	19.40%	1
Las Vegas, NV	Mar-22	May-22	Multi-Family (25+ Units)	All	$1,669 	0.20%	16.30%	1
Las Vegas, NV	Apr-22	Jun-22	Multi-Family (25+ Units)	All	$1,680 	0.70%	11.70%	1
Las Vegas, NV	May-22	Jul-22	Multi-Family (25+ Units)	All	$1,666 	-0.80%	6.30%	1
Las Vegas, NV	Jun-22	Aug-22	Multi-Family (25+ Units)	All	$1,649 	-1.00%	2.50%	1
Las Vegas, NV	Jul-22	Sep-22	Multi-Family (25+ Units)	All	$1,626 	-1.40%	0.10%	1
Las Vegas, NV	Aug-22	Oct-22	Multi-Family (25+ Units)	All	$1,585 	-2.50%	-2.50%	1
Las Vegas, NV	Sep-22	Nov-22	Multi-Family (25+ Units)	All	$1,574 	-0.70%	-1.90%	1
Las Vegas, NV	Oct-22	Dec-22	Multi-Family (25+ Units)	All	$1,561 	-0.80%	-2.10%	1
Las Vegas, NV	Nov-22	Jan-23	Multi-Family (25+ Units)	All	$1,570 	0.60%	-1.90%	1
Las Vegas, NV	Dec-22	Feb-23	Multi-Family (25+ Units)	All	$1,565 	-0.30%	-3.70%	1
Las Vegas, NV	Jan-23	Mar-23	Multi-Family (25+ Units)	All	$1,576 	0.70%	-3.90%	1
Las Vegas, NV	Feb-23	Apr-23	Multi-Family (25+ Units)	All	$1,570 	-0.40%	-5.70%	1
Las Vegas, NV	Mar-23	May-23	Multi-Family (25+ Units)	All	$1,576 	0.40%	-5.60%	1
Las Vegas, NV	Apr-23	Jun-23	Multi-Family (25+ Units)	All	$1,565 	-0.70%	-6.80%	1
Las Vegas, NV	May-23	Jul-23	Multi-Family (25+ Units)	All	$1,565 	0.00%	-6.10%	1
Las Vegas, NV	Jun-23	Aug-23	Multi-Family (25+ Units)	All	$1,545 	-1.30%	-6.30%	1
Las Vegas, NV	Jul-23	Sep-23	Multi-Family (25+ Units)	All	$1,529 	-1.00%	-6.00%	1
Las Vegas, NV	Aug-23	Oct-23	Multi-Family (25+ Units)	All	$1,514 	-1.00%	-4.50%	1
Las Vegas, NV	Sep-23	Nov-23	Multi-Family (25+ Units)	All	$1,509 	-0.30%	-4.10%	1
Las Vegas, NV	Oct-23	Dec-23	Multi-Family (25+ Units)	All	$1,511 	0.10%	-3.20%	1
Las Vegas, NV	Nov-23	Jan-24	Multi-Family (25+ Units)	All	$1,518 	0.50%	-3.30%	1
Las Vegas, NV	Dec-23	Feb-24	Multi-Family (25+ Units)	All	$1,528 	0.70%	-2.40%	1
Las Vegas, NV	Jan-24	Mar-24	Multi-Family (25+ Units)	All	$1,550 	1.40%	-1.60%	1
Las Vegas, NV	Feb-24	Apr-24	Multi-Family (25+ Units)	All	$1,565 	1.00%	-0.30%	1
Las Vegas, NV	Mar-24	May-24	Multi-Family (25+ Units)	All	$1,583 	1.20%	0.40%	1
Las Vegas, NV	Apr-24	Jun-24	Multi-Family (25+ Units)	All	$1,568 	-1.00%	0.20%	1
Las Vegas, NV	May-24	Jul-24	Multi-Family (25+ Units)	All	$1,546 	-1.40%	-1.20%	1
Las Vegas, NV	Jun-24	Aug-24	Multi-Family (25+ Units)	All	$1,525 	-1.40%	-1.30%	1
Las Vegas, NV	Jul-24	Sep-24	Multi-Family (25+ Units)	All	$1,507 	-1.20%	-1.40%	1
Las Vegas, NV	Aug-24	Oct-24	Multi-Family (25+ Units)	All	$1,505 	-0.10%	-0.60%	1
Las Vegas, NV	Sep-24	Nov-24	Multi-Family (25+ Units)	All	$1,499 	-0.40%	-0.70%	1
Las Vegas, NV	Oct-24	Dec-24	Multi-Family (25+ Units)	All	$1,500 	0.10%	-0.70%	1
Las Vegas, NV	Nov-24	Jan-25	Multi-Family (25+ Units)	All	$1,499 	-0.10%	-1.30%	1
Las Vegas, NV	Dec-24	Feb-25	Multi-Family (25+ Units)	All	$1,509 	0.70%	-1.20%	1
Las Vegas, NV	Jan-25	Mar-25	Multi-Family (25+ Units)	All	$1,532 	1.50%	-1.20%	1
Las Vegas, NV	Feb-25	Apr-25	Multi-Family (25+ Units)	All	$1,550 	1.20%	-1.00%	1
Las Vegas, NV	Mar-25	May-25	Multi-Family (25+ Units)	All	$1,571 	1.40%	-0.80%	1
Las Vegas, NV	Apr-25	Jun-25	Multi-Family (25+ Units)	All	$1,579 	0.50%	0.70%	1
Las Vegas, NV	May-25	Jul-25	Multi-Family (25+ Units)	All	$1,580 	0.10%	2.20%	1
Las Vegas, NV	Jun-25	Aug-25	Multi-Family (25+ Units)	All	$1,579 	-0.10%	3.50%	1
Los Angeles, CA	Mar-19	May-19	Multi-Family (25+ Units)	All	$2,541 			1
Los Angeles, CA	Apr-19	Jun-19	Multi-Family (25+ Units)	All	$2,471 	-2.80%		1
Los Angeles, CA	May-19	Jul-19	Multi-Family (25+ Units)	All	$2,450 	-0.80%		1
Los Angeles, CA	Jun-19	Aug-19	Multi-Family (25+ Units)	All	$2,390 	-2.40%		1
Los Angeles, CA	Jul-19	Sep-19	Multi-Family (25+ Units)	All	$2,405 	0.60%		1
Los Angeles, CA	Aug-19	Oct-19	Multi-Family (25+ Units)	All	$2,395 	-0.40%		1
Los Angeles, CA	Sep-19	Nov-19	Multi-Family (25+ Units)	All	$2,375 	-0.80%		1
Los Angeles, CA	Oct-19	Dec-19	Multi-Family (25+ Units)	All	$2,340 	-1.50%		1
Los Angeles, CA	Nov-19	Jan-20	Multi-Family (25+ Units)	All	$2,340 	0.00%		1
Los Angeles, CA	Dec-19	Feb-20	Multi-Family (25+ Units)	All	$2,350 	0.40%		1
Los Angeles, CA	Jan-20	Mar-20	Multi-Family (25+ Units)	All	$2,355 	0.20%		1
Los Angeles, CA	Feb-20	Apr-20	Multi-Family (25+ Units)	All	$2,350 	-0.20%		1
Los Angeles, CA	Mar-20	May-20	Multi-Family (25+ Units)	All	$2,325 	-1.10%	-8.50%	1
Los Angeles, CA	Apr-20	Jun-20	Multi-Family (25+ Units)	All	$2,325 	0.00%	-5.90%	1
Los Angeles, CA	May-20	Jul-20	Multi-Family (25+ Units)	All	$2,324 	0.00%	-5.10%	1
Los Angeles, CA	Jun-20	Aug-20	Multi-Family (25+ Units)	All	$2,325 	0.00%	-2.70%	1
Los Angeles, CA	Jul-20	Sep-20	Multi-Family (25+ Units)	All	$2,315 	-0.40%	-3.70%	1
Los Angeles, CA	Aug-20	Oct-20	Multi-Family (25+ Units)	All	$2,315 	0.00%	-3.30%	1
Los Angeles, CA	Sep-20	Nov-20	Multi-Family (25+ Units)	All	$2,321 	0.30%	-2.30%	1
Los Angeles, CA	Oct-20	Dec-20	Multi-Family (25+ Units)	All	$2,325 	0.20%	-0.60%	1
Los Angeles, CA	Nov-20	Jan-21	Multi-Family (25+ Units)	All	$2,320 	-0.20%	-0.90%	1
Los Angeles, CA	Dec-20	Feb-21	Multi-Family (25+ Units)	All	$2,333 	0.60%	-0.70%	1
Los Angeles, CA	Jan-21	Mar-21	Multi-Family (25+ Units)	All	$2,360 	1.20%	0.20%	1
Los Angeles, CA	Feb-21	Apr-21	Multi-Family (25+ Units)	All	$2,405 	1.90%	2.30%	1
Los Angeles, CA	Mar-21	May-21	Multi-Family (25+ Units)	All	$2,475 	2.90%	6.50%	1
Los Angeles, CA	Apr-21	Jun-21	Multi-Family (25+ Units)	All	$2,550 	3.00%	9.70%	1
Los Angeles, CA	May-21	Jul-21	Multi-Family (25+ Units)	All	$2,624 	2.90%	12.90%	1
Los Angeles, CA	Jun-21	Aug-21	Multi-Family (25+ Units)	All	$2,705 	3.10%	16.30%	1
Los Angeles, CA	Jul-21	Sep-21	Multi-Family (25+ Units)	All	$2,785 	3.00%	20.30%	1
Los Angeles, CA	Aug-21	Oct-21	Multi-Family (25+ Units)	All	$2,840 	2.00%	22.70%	1
Los Angeles, CA	Sep-21	Nov-21	Multi-Family (25+ Units)	All	$2,825 	-0.50%	21.70%	1
Los Angeles, CA	Oct-21	Dec-21	Multi-Family (25+ Units)	All	$2,825 	0.00%	21.50%	1
Los Angeles, CA	Nov-21	Jan-22	Multi-Family (25+ Units)	All	$2,832 	0.20%	22.10%	1
Los Angeles, CA	Dec-21	Feb-22	Multi-Family (25+ Units)	All	$2,849 	0.60%	22.10%	1
Los Angeles, CA	Jan-22	Mar-22	Multi-Family (25+ Units)	All	$2,850 	0.00%	20.80%	1
Los Angeles, CA	Feb-22	Apr-22	Multi-Family (25+ Units)	All	$2,864 	0.50%	19.10%	1
Los Angeles, CA	Mar-22	May-22	Multi-Family (25+ Units)	All	$2,875 	0.40%	16.20%	1
Los Angeles, CA	Apr-22	Jun-22	Multi-Family (25+ Units)	All	$2,890 	0.50%	13.30%	1
Los Angeles, CA	May-22	Jul-22	Multi-Family (25+ Units)	All	$2,900 	0.30%	10.50%	1
Los Angeles, CA	Jun-22	Aug-22	Multi-Family (25+ Units)	All	$2,897 	-0.10%	7.10%	1
Los Angeles, CA	Jul-22	Sep-22	Multi-Family (25+ Units)	All	$2,881 	-0.60%	3.40%	1
Los Angeles, CA	Aug-22	Oct-22	Multi-Family (25+ Units)	All	$2,844 	-1.30%	0.10%	1
Los Angeles, CA	Sep-22	Nov-22	Multi-Family (25+ Units)	All	$2,821 	-0.80%	-0.10%	1
Los Angeles, CA	Oct-22	Dec-22	Multi-Family (25+ Units)	All	$2,800 	-0.70%	-0.90%	1
Los Angeles, CA	Nov-22	Jan-23	Multi-Family (25+ Units)	All	$2,788 	-0.40%	-1.60%	1
Los Angeles, CA	Dec-22	Feb-23	Multi-Family (25+ Units)	All	$2,790 	0.10%	-2.10%	1
Los Angeles, CA	Jan-23	Mar-23	Multi-Family (25+ Units)	All	$2,814 	0.90%	-1.30%	1
Los Angeles, CA	Feb-23	Apr-23	Multi-Family (25+ Units)	All	$2,838 	0.90%	-0.90%	1
Los Angeles, CA	Mar-23	May-23	Multi-Family (25+ Units)	All	$2,840 	0.10%	-1.20%	1
Los Angeles, CA	Apr-23	Jun-23	Multi-Family (25+ Units)	All	$2,815 	-0.90%	-2.60%	1
Los Angeles, CA	May-23	Jul-23	Multi-Family (25+ Units)	All	$2,809 	-0.20%	-3.10%	1
Los Angeles, CA	Jun-23	Aug-23	Multi-Family (25+ Units)	All	$2,802 	-0.20%	-3.30%	1
Los Angeles, CA	Jul-23	Sep-23	Multi-Family (25+ Units)	All	$2,799 	-0.10%	-2.80%	1
Los Angeles, CA	Aug-23	Oct-23	Multi-Family (25+ Units)	All	$2,770 	-1.00%	-2.60%	1
Los Angeles, CA	Sep-23	Nov-23	Multi-Family (25+ Units)	All	$2,741 	-1.00%	-2.80%	1
Los Angeles, CA	Oct-23	Dec-23	Multi-Family (25+ Units)	All	$2,720 	-0.80%	-2.90%	1
Los Angeles, CA	Nov-23	Jan-24	Multi-Family (25+ Units)	All	$2,724 	0.10%	-2.30%	1
Los Angeles, CA	Dec-23	Feb-24	Multi-Family (25+ Units)	All	$2,738 	0.50%	-1.90%	1
Los Angeles, CA	Jan-24	Mar-24	Multi-Family (25+ Units)	All	$2,750 	0.40%	-2.30%	1
Los Angeles, CA	Feb-24	Apr-24	Multi-Family (25+ Units)	All	$2,767 	0.60%	-2.50%	1
Los Angeles, CA	Mar-24	May-24	Multi-Family (25+ Units)	All	$2,779 	0.40%	-2.10%	1
Los Angeles, CA	Apr-24	Jun-24	Multi-Family (25+ Units)	All	$2,795 	0.60%	-0.70%	1
Los Angeles, CA	May-24	Jul-24	Multi-Family (25+ Units)	All	$2,800 	0.20%	-0.30%	1
Los Angeles, CA	Jun-24	Aug-24	Multi-Family (25+ Units)	All	$2,812 	0.40%	0.30%	1
Los Angeles, CA	Jul-24	Sep-24	Multi-Family (25+ Units)	All	$2,804 	-0.30%	0.20%	1
Los Angeles, CA	Aug-24	Oct-24	Multi-Family (25+ Units)	All	$2,774 	-1.10%	0.10%	1
Los Angeles, CA	Sep-24	Nov-24	Multi-Family (25+ Units)	All	$2,745 	-1.00%	0.10%	1
Los Angeles, CA	Oct-24	Dec-24	Multi-Family (25+ Units)	All	$2,732 	-0.50%	0.40%	1
Los Angeles, CA	Nov-24	Jan-25	Multi-Family (25+ Units)	All	$2,761 	1.10%	1.40%	1
Los Angeles, CA	Dec-24	Feb-25	Multi-Family (25+ Units)	All	$2,775 	0.50%	1.40%	1
Los Angeles, CA	Jan-25	Mar-25	Multi-Family (25+ Units)	All	$2,789 	0.50%	1.40%	1
Los Angeles, CA	Feb-25	Apr-25	Multi-Family (25+ Units)	All	$2,775 	-0.50%	0.30%	1
Los Angeles, CA	Mar-25	May-25	Multi-Family (25+ Units)	All	$2,834 	2.10%	2.00%	1
Los Angeles, CA	Apr-25	Jun-25	Multi-Family (25+ Units)	All	$2,870 	1.30%	2.70%	1
Los Angeles, CA	May-25	Jul-25	Multi-Family (25+ Units)	All	$2,885 	0.50%	3.00%	1
Los Angeles, CA	Jun-25	Aug-25	Multi-Family (25+ Units)	All	$2,900 	0.50%	3.10%	1
Miami, FL	Mar-19	May-19	Multi-Family (25+ Units)	All	$1,930 			1
Miami, FL	Apr-19	Jun-19	Multi-Family (25+ Units)	All	$1,904 	-1.30%		1
Miami, FL	May-19	Jul-19	Multi-Family (25+ Units)	All	$1,891 	-0.70%		1
Miami, FL	Jun-19	Aug-19	Multi-Family (25+ Units)	All	$1,835 	-3.00%		1
Miami, FL	Jul-19	Sep-19	Multi-Family (25+ Units)	All	$1,829 	-0.30%		1
Miami, FL	Aug-19	Oct-19	Multi-Family (25+ Units)	All	$1,824 	-0.30%		1
Miami, FL	Sep-19	Nov-19	Multi-Family (25+ Units)	All	$1,855 	1.70%		1
Miami, FL	Oct-19	Dec-19	Multi-Family (25+ Units)	All	$1,858 	0.20%		1
Miami, FL	Nov-19	Jan-20	Multi-Family (25+ Units)	All	$1,859 	0.10%		1
Miami, FL	Dec-19	Feb-20	Multi-Family (25+ Units)	All	$1,890 	1.70%		1
Miami, FL	Jan-20	Mar-20	Multi-Family (25+ Units)	All	$1,877 	-0.70%		1
Miami, FL	Feb-20	Apr-20	Multi-Family (25+ Units)	All	$1,880 	0.20%		1
Miami, FL	Mar-20	May-20	Multi-Family (25+ Units)	All	$1,829 	-2.70%	-5.20%	1
Miami, FL	Apr-20	Jun-20	Multi-Family (25+ Units)	All	$1,845 	0.90%	-3.10%	1
Miami, FL	May-20	Jul-20	Multi-Family (25+ Units)	All	$1,840 	-0.30%	-2.70%	1
Miami, FL	Jun-20	Aug-20	Multi-Family (25+ Units)	All	$1,856 	0.90%	1.10%	1
Miami, FL	Jul-20	Sep-20	Multi-Family (25+ Units)	All	$1,849 	-0.40%	1.10%	1
Miami, FL	Aug-20	Oct-20	Multi-Family (25+ Units)	All	$1,863 	0.80%	2.10%	1
Miami, FL	Sep-20	Nov-20	Multi-Family (25+ Units)	All	$1,873 	0.50%	1.00%	1
Miami, FL	Oct-20	Dec-20	Multi-Family (25+ Units)	All	$1,886 	0.70%	1.50%	1
Miami, FL	Nov-20	Jan-21	Multi-Family (25+ Units)	All	$1,901 	0.80%	2.30%	1
Miami, FL	Dec-20	Feb-21	Multi-Family (25+ Units)	All	$1,940 	2.10%	2.60%	1
Miami, FL	Jan-21	Mar-21	Multi-Family (25+ Units)	All	$2,005 	3.40%	6.80%	1
Miami, FL	Feb-21	Apr-21	Multi-Family (25+ Units)	All	$2,110 	5.20%	12.20%	1
Miami, FL	Mar-21	May-21	Multi-Family (25+ Units)	All	$2,160 	2.40%	18.10%	1
Miami, FL	Apr-21	Jun-21	Multi-Family (25+ Units)	All	$2,229 	3.20%	20.80%	1
Miami, FL	May-21	Jul-21	Multi-Family (25+ Units)	All	$2,295 	3.00%	24.70%	1
Miami, FL	Jun-21	Aug-21	Multi-Family (25+ Units)	All	$2,394 	4.30%	29.00%	1
Miami, FL	Jul-21	Sep-21	Multi-Family (25+ Units)	All	$2,449 	2.30%	32.40%	1
Miami, FL	Aug-21	Oct-21	Multi-Family (25+ Units)	All	$2,504 	2.20%	34.40%	1
Miami, FL	Sep-21	Nov-21	Multi-Family (25+ Units)	All	$2,535 	1.20%	35.30%	1
Miami, FL	Oct-21	Dec-21	Multi-Family (25+ Units)	All	$2,565 	1.20%	36.00%	1
Miami, FL	Nov-21	Jan-22	Multi-Family (25+ Units)	All	$2,577 	0.50%	35.60%	1
Miami, FL	Dec-21	Feb-22	Multi-Family (25+ Units)	All	$2,591 	0.50%	33.60%	1
Miami, FL	Jan-22	Mar-22	Multi-Family (25+ Units)	All	$2,614 	0.90%	30.40%	1
Miami, FL	Feb-22	Apr-22	Multi-Family (25+ Units)	All	$2,639 	1.00%	25.10%	1
Miami, FL	Mar-22	May-22	Multi-Family (25+ Units)	All	$2,660 	0.80%	23.10%	1
Miami, FL	Apr-22	Jun-22	Multi-Family (25+ Units)	All	$2,682 	0.80%	20.30%	1
Miami, FL	May-22	Jul-22	Multi-Family (25+ Units)	All	$2,658 	-0.90%	15.80%	1
Miami, FL	Jun-22	Aug-22	Multi-Family (25+ Units)	All	$2,635 	-0.90%	10.10%	1
Miami, FL	Jul-22	Sep-22	Multi-Family (25+ Units)	All	$2,610 	-0.90%	6.60%	1
Miami, FL	Aug-22	Oct-22	Multi-Family (25+ Units)	All	$2,610 	0.00%	4.30%	1
Miami, FL	Sep-22	Nov-22	Multi-Family (25+ Units)	All	$2,627 	0.70%	3.60%	1
Miami, FL	Oct-22	Dec-22	Multi-Family (25+ Units)	All	$2,625 	-0.10%	2.30%	1
Miami, FL	Nov-22	Jan-23	Multi-Family (25+ Units)	All	$2,638 	0.50%	2.40%	1
Miami, FL	Dec-22	Feb-23	Multi-Family (25+ Units)	All	$2,636 	-0.10%	1.70%	1
Miami, FL	Jan-23	Mar-23	Multi-Family (25+ Units)	All	$2,649 	0.50%	1.30%	1
Miami, FL	Feb-23	Apr-23	Multi-Family (25+ Units)	All	$2,639 	-0.40%	0.00%	1
Miami, FL	Mar-23	May-23	Multi-Family (25+ Units)	All	$2,654 	0.60%	-0.20%	1
Miami, FL	Apr-23	Jun-23	Multi-Family (25+ Units)	All	$2,650 	-0.20%	-1.20%	1
Miami, FL	May-23	Jul-23	Multi-Family (25+ Units)	All	$2,650 	0.00%	-0.30%	1
Miami, FL	Jun-23	Aug-23	Multi-Family (25+ Units)	All	$2,611 	-1.50%	-0.90%	1
Miami, FL	Jul-23	Sep-23	Multi-Family (25+ Units)	All	$2,595 	-0.60%	-0.60%	1
Miami, FL	Aug-23	Oct-23	Multi-Family (25+ Units)	All	$2,572 	-0.90%	-1.50%	1
Miami, FL	Sep-23	Nov-23	Multi-Family (25+ Units)	All	$2,555 	-0.70%	-2.70%	1
Miami, FL	Oct-23	Dec-23	Multi-Family (25+ Units)	All	$2,550 	-0.20%	-2.90%	1
Miami, FL	Nov-23	Jan-24	Multi-Family (25+ Units)	All	$2,562 	0.50%	-2.90%	1
Miami, FL	Dec-23	Feb-24	Multi-Family (25+ Units)	All	$2,591 	1.10%	-1.70%	1
Miami, FL	Jan-24	Mar-24	Multi-Family (25+ Units)	All	$2,624 	1.30%	-0.90%	1
Miami, FL	Feb-24	Apr-24	Multi-Family (25+ Units)	All	$2,659 	1.30%	0.80%	1
Miami, FL	Mar-24	May-24	Multi-Family (25+ Units)	All	$2,670 	0.40%	0.60%	1
Miami, FL	Apr-24	Jun-24	Multi-Family (25+ Units)	All	$2,665 	-0.20%	0.60%	1
Miami, FL	May-24	Jul-24	Multi-Family (25+ Units)	All	$2,644 	-0.80%	-0.20%	1
Miami, FL	Jun-24	Aug-24	Multi-Family (25+ Units)	All	$2,616 	-1.10%	0.20%	1
Miami, FL	Jul-24	Sep-24	Multi-Family (25+ Units)	All	$2,594 	-0.80%	0.00%	1
Miami, FL	Aug-24	Oct-24	Multi-Family (25+ Units)	All	$2,577 	-0.70%	0.20%	1
Miami, FL	Sep-24	Nov-24	Multi-Family (25+ Units)	All	$2,572 	-0.20%	0.60%	1
Miami, FL	Oct-24	Dec-24	Multi-Family (25+ Units)	All	$2,563 	-0.30%	0.50%	1
Miami, FL	Nov-24	Jan-25	Multi-Family (25+ Units)	All	$2,576 	0.50%	0.50%	1
Miami, FL	Dec-24	Feb-25	Multi-Family (25+ Units)	All	$2,597 	0.80%	0.30%	1
Miami, FL	Jan-25	Mar-25	Multi-Family (25+ Units)	All	$2,595 	-0.10%	-1.10%	1
Miami, FL	Feb-25	Apr-25	Multi-Family (25+ Units)	All	$2,590 	-0.20%	-2.60%	1
Miami, FL	Mar-25	May-25	Multi-Family (25+ Units)	All	$2,636 	1.80%	-1.30%	1
Miami, FL	Apr-25	Jun-25	Multi-Family (25+ Units)	All	$2,662 	1.00%	-0.10%	1
Miami, FL	May-25	Jul-25	Multi-Family (25+ Units)	All	$2,656 	-0.20%	0.50%	1
Miami, FL	Jun-25	Aug-25	Multi-Family (25+ Units)	All	$2,645 	-0.40%	1.10%	1
Minneapolis, MN	Mar-19	May-19	Multi-Family (25+ Units)	All	$1,549 			1
Minneapolis, MN	Apr-19	Jun-19	Multi-Family (25+ Units)	All	$1,511 	-2.40%		1
Minneapolis, MN	May-19	Jul-19	Multi-Family (25+ Units)	All	$1,494 	-1.10%		1
Minneapolis, MN	Jun-19	Aug-19	Multi-Family (25+ Units)	All	$1,434 	-4.00%		1
Minneapolis, MN	Jul-19	Sep-19	Multi-Family (25+ Units)	All	$1,415 	-1.30%		1
Minneapolis, MN	Aug-19	Oct-19	Multi-Family (25+ Units)	All	$1,404 	-0.80%		1
Minneapolis, MN	Sep-19	Nov-19	Multi-Family (25+ Units)	All	$1,397 	-0.50%		1
Minneapolis, MN	Oct-19	Dec-19	Multi-Family (25+ Units)	All	$1,420 	1.60%		1
Minneapolis, MN	Nov-19	Jan-20	Multi-Family (25+ Units)	All	$1,450 	2.10%		1
Minneapolis, MN	Dec-19	Feb-20	Multi-Family (25+ Units)	All	$1,468 	1.20%		1
Minneapolis, MN	Jan-20	Mar-20	Multi-Family (25+ Units)	All	$1,485 	1.20%		1
Minneapolis, MN	Feb-20	Apr-20	Multi-Family (25+ Units)	All	$1,480 	-0.30%		1
Minneapolis, MN	Mar-20	May-20	Multi-Family (25+ Units)	All	$1,484 	0.30%	-4.20%	1
Minneapolis, MN	Apr-20	Jun-20	Multi-Family (25+ Units)	All	$1,470 	-0.90%	-2.70%	1
Minneapolis, MN	May-20	Jul-20	Multi-Family (25+ Units)	All	$1,454 	-1.10%	-2.70%	1
Minneapolis, MN	Jun-20	Aug-20	Multi-Family (25+ Units)	All	$1,442 	-0.80%	0.60%	1
Minneapolis, MN	Jul-20	Sep-20	Multi-Family (25+ Units)	All	$1,425 	-1.20%	0.70%	1
Minneapolis, MN	Aug-20	Oct-20	Multi-Family (25+ Units)	All	$1,430 	0.40%	1.90%	1
Minneapolis, MN	Sep-20	Nov-20	Multi-Family (25+ Units)	All	$1,416 	-1.00%	1.40%	1
Minneapolis, MN	Oct-20	Dec-20	Multi-Family (25+ Units)	All	$1,415 	-0.10%	-0.40%	1
Minneapolis, MN	Nov-20	Jan-21	Multi-Family (25+ Units)	All	$1,405 	-0.70%	-3.10%	1
Minneapolis, MN	Dec-20	Feb-21	Multi-Family (25+ Units)	All	$1,424 	1.40%	-3.00%	1
Minneapolis, MN	Jan-21	Mar-21	Multi-Family (25+ Units)	All	$1,435 	0.80%	-3.40%	1
Minneapolis, MN	Feb-21	Apr-21	Multi-Family (25+ Units)	All	$1,470 	2.40%	-0.70%	1
Minneapolis, MN	Mar-21	May-21	Multi-Family (25+ Units)	All	$1,495 	1.70%	0.70%	1
Minneapolis, MN	Apr-21	Jun-21	Multi-Family (25+ Units)	All	$1,505 	0.70%	2.40%	1
Minneapolis, MN	May-21	Jul-21	Multi-Family (25+ Units)	All	$1,501 	-0.30%	3.20%	1
Minneapolis, MN	Jun-21	Aug-21	Multi-Family (25+ Units)	All	$1,510 	0.60%	4.70%	1
Minneapolis, MN	Jul-21	Sep-21	Multi-Family (25+ Units)	All	$1,505 	-0.30%	5.60%	1
